Id,SalePrice
1461,129644.807221
1462,152931.470893
1463,178488.348676
1464,195788.038506
1465,219338.172826
1466,176592.797084
1467,160882.579437
1468,168670.760238
1469,176017.622388
1470,126423.25233
1471,210988.696118
1472,107809.826162
1473,111835.487667
1474,152361.910422
1475,135813.547927
1476,343492.219351
1477,237857.227081
1478,297368.698908
1479,306774.48006
1480,451221.541283
1481,310859.375105
1482,227765.308937
1483,191522.735657
1484,190675.716299
1485,210821.98932
1486,219695.848426
1487,327870.276118
1488,237889.880692
1489,206971.860184
1490,253565.081673
1491,204116.61132
1492,108196.416445
1493,179952.511772
1494,280478.269342
1495,297899.771561
1496,255481.8816
1497,188836.205288
1498,163638.38044
1499,164975.326763
1500,162116.945234
1501,166989.94383
1502,177295.123351
1503,269820.380774
1504,249558.927912
1505,226604.942321
1506,189139.144125
1507,254089.124552
1508,206363.554098
1509,144724.665212
1510,137051.782234
1511,146264.255877
1512,168572.288604
1513,145092.660048
1514,143941.200083
1515,205334.878688
1516,160700.238592
1517,173441.53068
1518,137420.282109
1519,214998.596921
1520,134015.976597
1521,140580.556395
1522,172384.727293
1523,119250.230032
1524,116952.987933
1525,125843.61734
1526,128384.888003
1527,107038.819032
1528,120902.884064
1529,129599.811881
1530,166237.2206
1531,149056.353359
1532,115346.045855
1533,126791.286333
1534,113837.277798
1535,156565.984452
1536,114001.482556
1537,109039.577958
1538,152751.779371
1539,191831.350866
1540,116079.34487
1541,126588.367707
1542,122694.989473
1543,189302.782413
1544,100570.576598
1545,112051.271047
1546,136368.637856
1547,141349.559842
1548,118037.300212
1549,108749.890328
1550,134600.146197
1551,129944.711549
1552,155828.987932
1553,154021.262686
1554,115297.141919
1555,187936.898761
1556,110917.075509
1557,110063.315316
1558,110496.162552
1559,115876.443123
1560,125552.069376
1561,122260.057543
1562,127153.263947
1563,121618.184039
1564,175303.236227
1565,151157.983475
1566,230574.703388
1567,98416.9772404
1568,240937.211968
1569,154939.922764
1570,165845.055739
1571,138904.307695
1572,141823.076903
1573,270722.143331
1574,131177.894114
1575,262667.277243
1576,241367.800785
1577,205274.918718
1578,130994.357898
1579,139754.602406
1580,192866.085511
1581,158867.178945
1582,120111.308489
1583,320855.699101
1584,248754.34068
1585,165492.404429
1586,85128.873968
1587,113904.90647
1588,154032.13668
1589,108361.090845
1590,132859.345175
1591,125521.861235
1592,118646.686674
1593,133753.481588
1594,147416.773642
1595,139805.764337
1596,224853.174697
1597,160469.024098
1598,188509.480797
1599,216080.676223
1600,217740.320589
1601,96542.9742046
1602,128656.295545
1603,108495.234477
1604,305898.728306
1605,251993.665995
1606,158603.633815
1607,179206.197597
1608,236497.272901
1609,201741.964021
1610,148424.344925
1611,150339.16822
1612,177315.635148
1613,170106.312826
1614,150979.065126
1615,105038.749089
1616,102207.902981
1617,110095.029639
1618,117774.023444
1619,141410.212726
1620,177480.611201
1621,129793.367235
1622,140124.686737
1623,273232.004554
1624,235846.470136
1625,132585.53775
1626,168185.876759
1627,180460.565575
1628,282521.002462
1629,180346.080942
1630,370348.328849
1631,191912.44513
1632,241692.48365
1633,185278.22943
1634,193588.254982
1635,180519.483323
1636,176798.849494
1637,187933.375683
1638,222341.598446
1639,181740.637664
1640,271416.594449
1641,185699.51023
1642,253501.61098
1643,245606.810105
1644,240544.295096
1645,195048.032377
1646,167774.119971
1647,165796.260271
1648,133301.30001
1649,133683.074094
1650,116885.551904
1651,114720.721693
1652,110901.14077
1653,109640.273571
1654,148441.231905
1655,150691.047043
1656,148715.0201
1657,144088.800791
1658,170655.084041
1659,128788.78725
1660,168351.252472
1661,432505.948488
1662,369367.923551
1663,375593.567193
1664,398788.851298
1665,308617.077476
1666,325170.460443
1667,354216.649152
1668,317314.744812
1669,280329.577181
1670,336151.126946
1671,275934.59797
1672,398216.200469
1673,308738.99172
1674,237709.870088
1675,205257.490776
1676,211590.839936
1677,228689.839583
1678,422934.448642
1679,374755.54702
1680,326604.143715
1681,261120.66977
1682,303217.223267
1683,210673.967146
1684,206817.62508
1685,201603.776175
1686,204169.249759
1687,201141.595029
1688,213584.345342
1689,214475.289515
1690,213394.320797
1691,205511.729725
1692,285008.535129
1693,183912.902096
1694,181825.052138
1695,177152.731207
1696,273786.861403
1697,175687.437123
1698,361558.832002
1699,305363.425325
1700,261918.921485
1701,283768.304008
1702,243486.873373
1703,251821.016769
1704,284534.958944
1705,247393.320996
1706,360600.559814
1707,221934.629202
1708,207146.848402
1709,262111.115522
1710,236130.256028
1711,260234.81635
1712,272213.336874
1713,280815.86396
1714,207665.513642
1715,201678.328867
1716,184225.542533
1717,178670.699183
1718,143209.365327
1719,215673.339153
1720,219449.943284
1721,184178.612593
1722,144058.560789
1723,159165.517267
1724,212567.154841
1725,267529.521866
1726,199898.02093
1727,174137.124022
1728,184845.903945
1729,149529.798593
1730,167119.64986
1731,120876.245574
1732,128012.303193
1733,125496.771898
1734,127763.414619
1735,151721.629663
1736,123565.221949
1737,319632.770329
1738,228147.456758
1739,307536.679361
1740,233839.107723
1741,210565.028911
1742,165868.439172
1743,170353.646249
1744,290034.761073
1745,214959.087439
1746,243125.569597
1747,237009.521199
1748,245836.32312
1749,150307.51875
1750,142847.244212
1751,249916.373275
1752,127469.215173
1753,140609.094997
1754,204996.114354
1755,178358.870822
1756,116168.193182
1757,119749.961646
1758,149769.392034
1759,165736.338589
1760,159495.749237
1761,145774.621901
1762,185229.939272
1763,179215.109041
1764,129371.027635
1765,176106.953612
1766,189304.156676
1767,211191.260939
1768,150171.31718
1769,169509.41647
1770,159200.414635
1771,131937.321673
1772,137042.026849
1773,150302.275032
1774,157478.728771
1775,131992.547673
1776,128344.759312
1777,111237.817905
1778,154512.256937
1779,121787.542642
1780,162229.331877
1781,133179.727371
1782,109843.433124
1783,136697.354599
1784,114963.986488
1785,125879.514691
1786,183362.929813
1787,181689.004199
1788,97517.5999609
1789,114511.181552
1790,99986.3041679
1791,194878.746907
1792,139177.376837
1793,141403.831155
1794,144832.927827
1795,127093.610099
1796,170817.601713
1797,119541.906358
1798,128665.900011
1799,111975.803643
1800,134691.451776
1801,122507.991056
1802,129113.134878
1803,149457.204707
1804,143856.769065
1805,143334.40565
1806,120534.631649
1807,129674.328667
1808,122215.175905
1809,131831.625965
1810,131070.825541
1811,93585.5244285
1812,106418.932502
1813,112898.528804
1814,99887.4932754
1815,83877.6508215
1816,124383.312261
1817,141554.352409
1818,160598.396592
1819,140942.5349
1820,110682.854673
1821,122018.053212
1822,135705.5114
1823,82381.9201072
1824,142443.54698
1825,143473.801578
1826,119909.475331
1827,110992.752308
1828,133114.501952
1829,118458.065983
1830,137860.285433
1831,151069.696789
1832,111206.784423
1833,151745.856651
1834,137393.532072
1835,131338.797964
1836,129372.123236
1837,102160.56457
1838,117811.057609
1839,100115.89123
1840,145821.742526
1841,130929.537703
1842,108883.113092
1843,145265.309761
1844,149642.187791
1845,159473.274532
1846,159086.857601
1847,202428.461209
1848,84973.115106
1849,127609.910412
1850,126076.776035
1851,161433.366312
1852,132073.494729
1853,159000.703669
1854,175103.400542
1855,168591.047108
1856,243776.600456
1857,185334.852669
1858,144748.280159
1859,123608.029372
1860,162441.083465
1861,121941.415027
1862,310499.679456
1863,303955.664309
1864,303955.664309
1865,316281.881486
1866,323174.363156
1867,240696.555476
1868,326393.13755
1869,219983.864406
1870,221970.562249
1871,264629.731552
1872,206956.905106
1873,261663.287939
1874,145203.877395
1875,198951.001933
1876,195114.441897
1877,224115.179541
1878,229545.748304
1879,139309.123339
1880,127669.31498
1881,245552.511051
1882,277109.028691
1883,204210.013717
1884,224698.907423
1885,270299.952348
1886,318249.457557
1887,224621.404533
1888,276176.625743
1889,201265.984847
1890,135254.749152
1891,138164.201449
1892,118351.219168
1893,145894.461968
1894,129304.210071
1895,161280.461771
1896,133115.065315
1897,136045.422182
1898,130246.87126
1899,166113.84171
1900,149720.478878
1901,170652.797158
1902,151601.601218
1903,224076.293765
1904,146455.682514
1905,184479.705942
1906,140427.017176
1907,214944.777415
1908,123413.147678
1909,146000.120043
1910,138038.419867
1911,191171.485326
1912,301734.799545
1913,158695.71833
1914,96656.3418191
1915,317449.296568
1916,90370.0485364
1917,253923.881252
1918,148483.726515
1919,162218.963909
1920,143907.624466
1921,403381.868126
1922,311109.71019
1923,207864.36951
1924,217762.034226
1925,219441.885172
1926,402511.785703
1927,141947.63049
1928,157580.391381
1929,124695.061624
1930,137723.050469
1931,137767.147369
1932,129166.290009
1933,186585.214094
1934,176631.207847
1935,167012.140305
1936,176106.165478
1937,183359.671516
1938,183086.53942
1939,264052.358544
1940,222896.020873
1941,177645.387248
1942,176492.429269
1943,241741.967178
1944,363511.409697
1945,388041.74986
1946,171441.678833
1947,306425.244319
1948,180636.947526
1949,267108.164505
1950,174389.692068
1951,288319.670128
1952,237300.6155
1953,175058.751619
1954,196917.795801
1955,118587.961805
1956,339264.449616
1957,163170.733935
1958,302153.055671
1959,131428.761109
1960,122686.511694
1961,119746.727515
1962,110475.32209
1963,111031.977212
1964,111313.292008
1965,139878.147871
1966,138097.651607
1967,262280.214985
1968,400716.231629
1969,368252.308517
1970,422594.011156
1971,399411.88244
1972,343072.537512
1973,271695.805423
1974,318386.460754
1975,431470.540971
1976,261412.402412
1977,372494.182157
1978,381552.44282
1979,316379.505741
1980,228161.848983
1981,322693.370724
1982,229740.413097
1983,226783.051019
1984,187050.132216
1985,234885.717125
1986,233464.793883
1987,210859.125751
1988,202611.940497
1989,216844.097254
1990,241498.317273
1991,228835.828861
1992,231742.116353
