Id,SalePrice
1461,180921.19589
1462,180921.19589
1463,180921.19589
1464,180921.19589
1465,180921.19589
1466,180921.19589
1467,180921.19589
1468,180921.19589
1469,180921.19589
1470,180921.19589
1471,180921.19589
1472,180921.19589
1473,180921.19589
1474,180921.19589
1475,180921.19589
1476,180921.19589
1477,180921.19589
1478,180921.19589
1479,180921.19589
1480,180921.19589
1481,180921.19589
1482,180921.19589
1483,180921.19589
1484,180921.19589
1485,180921.19589
1486,180921.19589
1487,180921.19589
1488,180921.19589
1489,180921.19589
1490,180921.19589
1491,180921.19589
1492,180921.19589
1493,180921.19589
1494,180921.19589
1495,180921.19589
1496,180921.19589
1497,180921.19589
1498,180921.19589
1499,180921.19589
1500,180921.19589
1501,180921.19589
1502,180921.19589
1503,180921.19589
1504,180921.19589
1505,180921.19589
1506,180921.19589
1507,180921.19589
1508,180921.19589
1509,180921.19589
1510,180921.19589
1511,180921.19589
1512,180921.19589
1513,180921.19589
1514,180921.19589
1515,180921.19589
1516,180921.19589
1517,180921.19589
1518,180921.19589
1519,180921.19589
1520,180921.19589
1521,180921.19589
1522,180921.19589
1523,180921.19589
1524,180921.19589
1525,180921.19589
1526,180921.19589
1527,180921.19589
1528,180921.19589
1529,180921.19589
1530,180921.19589
1531,180921.19589
1532,180921.19589
1533,180921.19589
1534,180921.19589
1535,180921.19589
1536,180921.19589
1537,180921.19589
1538,180921.19589
1539,180921.19589
1540,180921.19589
1541,180921.19589
1542,180921.19589
1543,180921.19589
1544,180921.19589
1545,180921.19589
1546,180921.19589
1547,180921.19589
1548,180921.19589
1549,180921.19589
1550,180921.19589
1551,180921.19589
1552,180921.19589
1553,180921.19589
1554,180921.19589
1555,180921.19589
1556,180921.19589
1557,180921.19589
1558,180921.19589
1559,180921.19589
1560,180921.19589
1561,180921.19589
1562,180921.19589
1563,180921.19589
1564,180921.19589
1565,180921.19589
1566,180921.19589
1567,180921.19589
1568,180921.19589
1569,180921.19589
1570,180921.19589
1571,180921.19589
1572,180921.19589
1573,180921.19589
1574,180921.19589
1575,180921.19589
1576,180921.19589
1577,180921.19589
1578,180921.19589
1579,180921.19589
1580,180921.19589
1581,180921.19589
1582,180921.19589
1583,180921.19589
1584,180921.19589
1585,180921.19589
1586,180921.19589
1587,180921.19589
1588,180921.19589
1589,180921.19589
1590,180921.19589
1591,180921.19589
1592,180921.19589
1593,180921.19589
1594,180921.19589
1595,180921.19589
1596,180921.19589
1597,180921.19589
1598,180921.19589
1599,180921.19589
1600,180921.19589
1601,180921.19589
1602,180921.19589
1603,180921.19589
1604,180921.19589
1605,180921.19589
1606,180921.19589
1607,180921.19589
1608,180921.19589
1609,180921.19589
1610,180921.19589
1611,180921.19589
1612,180921.19589
1613,180921.19589
1614,180921.19589
1615,180921.19589
1616,180921.19589
1617,180921.19589
1618,180921.19589
1619,180921.19589
1620,180921.19589
1621,180921.19589
1622,180921.19589
1623,180921.19589
1624,180921.19589
1625,180921.19589
1626,180921.19589
1627,180921.19589
1628,180921.19589
1629,180921.19589
1630,180921.19589
1631,180921.19589
1632,180921.19589
1633,180921.19589
1634,180921.19589
1635,180921.19589
1636,180921.19589
1637,180921.19589
1638,180921.19589
1639,180921.19589
1640,180921.19589
1641,180921.19589
1642,180921.19589
1643,180921.19589
1644,180921.19589
1645,180921.19589
1646,180921.19589
1647,180921.19589
1648,180921.19589
1649,180921.19589
1650,180921.19589
1651,180921.19589
1652,180921.19589
1653,180921.19589
1654,180921.19589
1655,180921.19589
1656,180921.19589
1657,180921.19589
1658,180921.19589
1659,180921.19589
1660,180921.19589
1661,180921.19589
1662,180921.19589
1663,180921.19589
1664,180921.19589
1665,180921.19589
1666,180921.19589
1667,180921.19589
1668,180921.19589
1669,180921.19589
1670,180921.19589
1671,180921.19589
1672,180921.19589
1673,180921.19589
1674,180921.19589
1675,180921.19589
1676,180921.19589
1677,180921.19589
1678,180921.19589
1679,180921.19589
1680,180921.19589
1681,180921.19589
1682,180921.19589
1683,180921.19589
1684,180921.19589
1685,180921.19589
1686,180921.19589
1687,180921.19589
1688,180921.19589
1689,180921.19589
1690,180921.19589
1691,180921.19589
1692,180921.19589
1693,180921.19589
1694,180921.19589
1695,180921.19589
1696,180921.19589
1697,180921.19589
1698,180921.19589
1699,180921.19589
1700,180921.19589
1701,180921.19589
1702,180921.19589
1703,180921.19589
1704,180921.19589
1705,180921.19589
1706,180921.19589
1707,180921.19589
1708,180921.19589
1709,180921.19589
1710,180921.19589
1711,180921.19589
1712,180921.19589
1713,180921.19589
1714,180921.19589
1715,180921.19589
1716,180921.19589
1717,180921.19589
1718,180921.19589
1719,180921.19589
1720,180921.19589
1721,180921.19589
1722,180921.19589
1723,180921.19589
1724,180921.19589
1725,180921.19589
1726,180921.19589
1727,180921.19589
1728,180921.19589
1729,180921.19589
1730,180921.19589
1731,180921.19589
1732,180921.19589
1733,180921.19589
1734,180921.19589
1735,180921.19589
1736,180921.19589
1737,180921.19589
1738,180921.19589
1739,180921.19589
1740,180921.19589
1741,180921.19589
1742,180921.19589
1743,180921.19589
1744,180921.19589
1745,180921.19589
1746,180921.19589
1747,180921.19589
1748,180921.19589
1749,180921.19589
1750,180921.19589
1751,180921.19589
1752,180921.19589
1753,180921.19589
1754,180921.19589
1755,180921.19589
1756,180921.19589
1757,180921.19589
1758,180921.19589
1759,180921.19589
1760,180921.19589
1761,180921.19589
1762,180921.19589
1763,180921.19589
1764,180921.19589
1765,180921.19589
1766,180921.19589
1767,180921.19589
1768,180921.19589
1769,180921.19589
1770,180921.19589
1771,180921.19589
1772,180921.19589
1773,180921.19589
1774,180921.19589
1775,180921.19589
1776,180921.19589
1777,180921.19589
1778,180921.19589
1779,180921.19589
1780,180921.19589
1781,180921.19589
1782,180921.19589
1783,180921.19589
1784,180921.19589
1785,180921.19589
1786,180921.19589
1787,180921.19589
1788,180921.19589
1789,180921.19589
1790,180921.19589
1791,180921.19589
1792,180921.19589
1793,180921.19589
1794,180921.19589
1795,180921.19589
1796,180921.19589
1797,180921.19589
1798,180921.19589
1799,180921.19589
1800,180921.19589
1801,180921.19589
1802,180921.19589
1803,180921.19589
1804,180921.19589
1805,180921.19589
1806,180921.19589
1807,180921.19589
1808,180921.19589
1809,180921.19589
1810,180921.19589
1811,180921.19589
1812,180921.19589
1813,180921.19589
1814,180921.19589
1815,180921.19589
1816,180921.19589
1817,180921.19589
1818,180921.19589
1819,180921.19589
1820,180921.19589
1821,180921.19589
1822,180921.19589
1823,180921.19589
1824,180921.19589
1825,180921.19589
1826,180921.19589
1827,180921.19589
1828,180921.19589
1829,180921.19589
1830,180921.19589
1831,180921.19589
1832,180921.19589
1833,180921.19589
1834,180921.19589
1835,180921.19589
1836,180921.19589
1837,180921.19589
1838,180921.19589
1839,180921.19589
1840,180921.19589
1841,180921.19589
1842,180921.19589
1843,180921.19589
1844,180921.19589
1845,180921.19589
1846,180921.19589
1847,180921.19589
1848,180921.19589
1849,180921.19589
1850,180921.19589
1851,180921.19589
1852,180921.19589
1853,180921.19589
1854,180921.19589
1855,180921.19589
1856,180921.19589
1857,180921.19589
1858,180921.19589
1859,180921.19589
1860,180921.19589
1861,180921.19589
1862,180921.19589
1863,180921.19589
1864,180921.19589
1865,180921.19589
1866,180921.19589
1867,180921.19589
1868,180921.19589
1869,180921.19589
1870,180921.19589
1871,180921.19589
1872,180921.19589
1873,180921.19589
1874,180921.19589
1875,180921.19589
